MUNICIPIO,GEOCODIGO,UF,MICROREGIAO,MESOREGIAO,NOME_UF,Município (ANA),COD_ANA,RESERVATORIO,TIPO DE MANANCIAL,TIPO DE SISTEMA,NOME DO SISTEMA
ELÍSIO MEDRADO,2910305,BA,FEIRA DE SANTANA,CENTRO NORTE BAIANO,BAHIA,Elísio Medrado,Não_monitorado,Rio Jacutinga - BA,Superficial,Isolado,Isolado Elísio Medrado
ENCRUZILHADA,2910404,BA,ITAPETINGA,CENTRO SUL BAIANO,BAHIA,Encruzilhada,Não_monitorado,Rio Água Preta,Superficial,Isolado,Isolado Encruzilhada
ÉRICO CARDOSO,2900504,BA,LIVRAMENTO DO BRUMADO,CENTRO SUL BAIANO,BAHIA,Érico Cardoso,Não_monitorado,Rio Paramirim,Superficial,Isolado,Isolado Érico Cardoso
EUCLIDES DA CUNHA,2910701,BA,EUCLIDES DA CUNHA,NORDESTE BAIANO,BAHIA,Euclides da Cunha,Não_monitorado,Poços de Euclides da Cunha,Subterrâneo,Isolado,Isolado Euclides da Cunha
FÁTIMA,2910750,BA,RIBEIRA DO POMBAL,NORDESTE BAIANO,BAHIA,Fátima,Não_monitorado,Poços de Fátima e Paripiranga,Subterrâneo,Integrado,Integrado Fátima
FEIRA DA MATA,2910776,BA,BOM JESUS DA LAPA,VALE SÃO-FRANCISCANO DA BAHIA,BAHIA,Feira da Mata,Não_monitorado,Rio Carinhanha - BA,Superficial,Isolado,Isolado Feira da Mata
FEIRA DE SANTANA,2910800,BA,FEIRA DE SANTANA,CENTRO NORTE BAIANO,BAHIA,Feira de Santana,795,Barragem Pedra do Cavalo,Superficial,Integrado,Integrado Feira de Santana
FILADÉLFIA,2910859,BA,SENHOR DO BONFIM,CENTRO NORTE BAIANO,BAHIA,Filadélfia,12354,Barragem de Ponto Novo (Rio Itapicuru-açu),Superficial,Integrado,Integrado Ponto Novo
GAVIÃO,2911253,BA,SERRINHA,NORDESTE BAIANO,BAHIA,Gavião,12411,Barragem São José Jacuípe (Rio Jacuípe),Superficial,Integrado,Integrado Adutora do Sisal
GENTIO DO OURO,2911303,BA,IRECĘ,CENTRO NORTE BAIANO,BAHIA,Gentio do Ouro,Não_monitorado,1 Poço Gentio de Ouro,Subterrâneo,Isolado,Isolado Gentio do Ouro
GENTIO DO OURO,2911303,BA,IRECĘ,CENTRO NORTE BAIANO,BAHIA,Gentio do Ouro,Não_monitorado,Rio Fundo Manso,Superficial,Isolado,Isolado Gentio do Ouro
GLÓRIA,2911402,BA,PAULO AFONSO,VALE SÃO-FRANCISCANO DA BAHIA,BAHIA,Glória,Não_monitorado,Barragem de Moxotó (Rio São Francisco),Superficial,Isolado,Isolado Glória
GUAJERU,2911659,BA,BRUMADO,CENTRO SUL BAIANO,BAHIA,Guajeru,Não_monitorado,Barragem Rio do Antônio,Superficial,Isolado,Isolado Guajeru
GUANAMBI,2911709,BA,GUANAMBI,CENTRO SUL BAIANO,BAHIA,Guanambi,12119,Barragem Ceraima,Superficial,Integrado,Integrado Guanambi
HELIÓPOLIS,2911857,BA,RIBEIRA DO POMBAL,NORDESTE BAIANO,BAHIA,Heliópolis,Não_monitorado,Poços de Fátima e Paripiranga,Subterrâneo,Integrado,Integrado Fátima
IAÇU,2911907,BA,ITABERABA,CENTRO NORTE BAIANO,BAHIA,Iaçu,Não_monitorado,Rio Paraguaçu,Superficial,Isolado,Isolado Iaçu
IBIASSUCĘ,2912004,BA,GUANAMBI,CENTRO SUL BAIANO,BAHIA,Ibiassucê,Não_monitorado,Barragem Jacaré (Rio Jacaré),Superficial,Isolado,Isolado Ibiassucê
IBICOARA,2912202,BA,SEABRA,CENTRO SUL BAIANO,BAHIA,Ibicoara,Não_monitorado,Rio dos Macacos,Superficial,Isolado,Isolado Ibicoara
IBIPEBA,2912400,BA,IRECĘ,CENTRO NORTE BAIANO,BAHIA,Ibipeba,12279,Barragem de Mirorós (Rio Verde),Superficial,Integrado,Integrado Adutora do Feijão
IBIPITANGA,2912509,BA,BOQUIRA,CENTRO SUL BAIANO,BAHIA,Ibipitanga,Não_monitorado,Barragem Roca Velha (Rio Paramirim),Superficial,Isolado,Isolado Ibipitanga
IBIQUERA,2912608,BA,ITABERABA,CENTRO NORTE BAIANO,BAHIA,Ibiquera,Não_monitorado,Rio Paraguaçu,Superficial,Integrado,Integrado Nova Redenção
IBITIARA,2913002,BA,BOQUIRA,CENTRO SUL BAIANO,BAHIA,Ibitiara,Não_monitorado,Poços de Ibitiara,Subterrâneo,Isolado,Isolado Ibitiara
IBITITÁ,2913101,BA,IRECĘ,CENTRO NORTE BAIANO,BAHIA,Ibititá,12279,Barragem de Mirorós (Rio Verde),Superficial,Integrado,Integrado Adutora do Feijão
IBOTIRAMA,2913200,BA,BARRA,VALE SÃO-FRANCISCANO DA BAHIA,BAHIA,Ibotirama,Não_monitorado,Rio São Francisco,Superficial,Isolado,Isolado Ibotirama
ICHU,2913309,BA,SERRINHA,NORDESTE BAIANO,BAHIA,Ichu,12411,Barragem São José Jacuípe (Rio Jacuípe),Superficial,Integrado,Integrado Adutora do Sisal
IGAPORÃ,2913408,BA,GUANAMBI,CENTRO SUL BAIANO,BAHIA,Igaporã,Não_monitorado,Lagoa da Torta,Superficial,Isolado,Isolado Igaporã - ETA Nova
IGAPORÃ,2913408,BA,GUANAMBI,CENTRO SUL BAIANO,BAHIA,Igaporã,Não_monitorado,Bateria de poços - BA,Subterrâneo,Isolado,Isolado Igaporã - ETA Nova
IGAPORÃ,2913408,BA,GUANAMBI,CENTRO SUL BAIANO,BAHIA,Igaporã,Não_monitorado,Nascente Olho d´Água do Salgado,Subterrâneo,Isolado,Isolado Igaporã - ETA Velha
IGUAÍ,2913507,BA,VITÓRIA DA CONQUISTA,CENTRO SUL BAIANO,BAHIA,Iguaí,Não_monitorado,Rio Preto - BA,Superficial,Isolado,Isolado Iguaí
INHAMBUPE,2913705,BA,ALAGOINHAS,NORDESTE BAIANO,BAHIA,Inhambupe,Não_monitorado,Poços de Inhambupe,Subterrâneo,Isolado,Isolado Inhambupe
IPECAETÁ,2913804,BA,FEIRA DE SANTANA,CENTRO NORTE BAIANO,BAHIA,Ipecaetá,795,Barragem Pedra do Cavalo,Superficial,Integrado,Integrado Santo Estevão
IPIRÁ,2914000,BA,FEIRA DE SANTANA,CENTRO NORTE BAIANO,BAHIA,Ipirá,Não_monitorado,Rio Paraguaçu,Superficial,Isolado,Isolado Ipirá
IPUPIARA,2914109,BA,BOQUIRA,CENTRO SUL BAIANO,BAHIA,Ipupiara,Não_monitorado,Poço de Ipupiara,Subterrâneo,Isolado,Isolado Ipupiara
IRAJUBA,2914208,BA,JEQUIÉ,CENTRO SUL BAIANO,BAHIA,Irajuba,Não_monitorado,Riacho do Jequitibá (reforço canal de derivação - Riacho do Machado),Superficial,Isolado,Isolado Irajuba
IRAMAIA,2914307,BA,JEQUIÉ,CENTRO SUL BAIANO,BAHIA,Iramaia,Não_monitorado,Rio de Una,Superficial,Isolado,Isolado Iramaia
IRAQUARA,2914406,BA,IRECĘ,CENTRO NORTE BAIANO,BAHIA,Iraquara,Não_monitorado,Poços de Iraquara,Subterrâneo,Isolado,Isolado Iraquara
IRECĘ,2914604,BA,IRECĘ,CENTRO NORTE BAIANO,BAHIA,Irecê,12279,Barragem de Mirorós (Rio Verde),Superficial,Integrado,Integrado Adutora do Feijão
ITABERABA,2914703,BA,ITABERABA,CENTRO NORTE BAIANO,BAHIA,Itaberaba,Não_monitorado,Rio Paraguaçu,Superficial,Integrado,Integrado Itaberaba
ITAETÉ,2915007,BA,SEABRA,CENTRO SUL BAIANO,BAHIA,Itaeté,Não_monitorado,Rio Paraguaçu,Superficial,Isolado,Isolado Itaeté
ITAGI,2915106,BA,JEQUIÉ,CENTRO SUL BAIANO,BAHIA,Itagi,Não_monitorado,Rio das Pedras,Superficial,Isolado,Isolado Itagi
ITAGUAÇU DA BAHIA,2915353,BA,BARRA,VALE SÃO-FRANCISCANO DA BAHIA,BAHIA,Itaguaçu da Bahia,Não_monitorado,Nascente Olho d'Água,Subterrâneo,Isolado,Isolado Itaguaçu da Bahia
ITAMBÉ,2915809,BA,ITAPETINGA,CENTRO SUL BAIANO,BAHIA,Itambé,Não_monitorado,Rio Pardo - BA,Superficial,Isolado,Isolado Itambé
ITAPETINGA,2916401,BA,ITAPETINGA,CENTRO SUL BAIANO,BAHIA,Itapetinga,Não_monitorado,Rio Catulé,Superficial,Isolado,Isolado Itapetinga
ITAPICURU,2916500,BA,RIBEIRA DO POMBAL,NORDESTE BAIANO,BAHIA,Itapicuru,Não_monitorado,Poço de Itapicuru,Subterrâneo,Isolado,Isolado Itapicuru
ITAQUARA,2916708,BA,JEQUIÉ,CENTRO SUL BAIANO,BAHIA,Itaquara,Não_monitorado,Rio das Almas - BA,Superficial,Integrado,Integrado Jaguaquara
ITAQUARA,2916708,BA,JEQUIÉ,CENTRO SUL BAIANO,BAHIA,Itaquara,Não_monitorado,Rio Andaraí,Superficial,Integrado,Integrado Jaguaquara
ITARANTIM,2916807,BA,ITAPETINGA,CENTRO SUL BAIANO,BAHIA,Itarantim,Não_monitorado,Riacho Jundia,Superficial,Isolado,Isolado Itarantim
ITATIM,2916856,BA,FEIRA DE SANTANA,CENTRO NORTE BAIANO,BAHIA,Itatim,Não_monitorado,Rio Paraguaçu,Superficial,Integrado,Integrado Milagres
ITIRUÇU,2916906,BA,JEQUIÉ,CENTRO SUL BAIANO,BAHIA,Itiruçu,Não_monitorado,Barragem do Baixão,Superficial,Integrado,Integrado Itiruçu
ITIRUÇU,2916906,BA,JEQUIÉ,CENTRO SUL BAIANO,BAHIA,Itiruçu,Não_monitorado,Poços de Itiruçu,Subterrâneo,Isolado,Isolado Itiruçu
ITIÚBA,2917003,BA,SENHOR DO BONFIM,CENTRO NORTE BAIANO,BAHIA,Itiúba,12382,Barragem de Jacuruci ou Rômulo Campos,Superficial,Isolado,Isolado Itiúba
ITORORÓ,2917102,BA,ITAPETINGA,CENTRO SUL BAIANO,BAHIA,Itororó,Não_monitorado,Rio Colônia,Superficial,Isolado,Isolado Itororó
ITUAÇU,2917201,BA,BRUMADO,CENTRO SUL BAIANO,BAHIA,Ituaçu,Não_monitorado,Rio Mato Grosso,Superficial,Isolado,Isolado Ituaçú
IUIÚ,2917334,BA,GUANAMBI,CENTRO SUL BAIANO,BAHIA,Iuiú,Não_monitorado,5 poços Iuiú,Subterrâneo,Isolado,Isolado Iuiú
JACARACI,2917409,BA,GUANAMBI,CENTRO SUL BAIANO,BAHIA,Jacaraci,Não_monitorado,Riacho Capão,Superficial,Isolado,Isolado Jacaraci
JACARACI,2917409,BA,GUANAMBI,CENTRO SUL BAIANO,BAHIA,Jacaraci,Não_monitorado,2 poços Jacaraci,Subterrâneo,Isolado,Isolado Jacaraci
JACOBINA,2917508,BA,JACOBINA,CENTRO NORTE BAIANO,BAHIA,Jacobina,Não_monitorado,Rio do Ouro (ou Curralinho),Superficial,Isolado,Isolado Jacobina 1
JACOBINA,2917508,BA,JACOBINA,CENTRO NORTE BAIANO,BAHIA,Jacobina,Não_monitorado,Barragem Rio Itapicuruzinho,Superficial,Isolado,Isolado Jacobina 1
JACOBINA,2917508,BA,JACOBINA,CENTRO NORTE BAIANO,BAHIA,Jacobina,Não_monitorado,Barragem do Cuia,Superficial,Isolado,Isolado Jacobina 2
JACOBINA,2917508,BA,JACOBINA,CENTRO NORTE BAIANO,BAHIA,Jacobina,Não_monitorado,Barragem Rio Itapicuruzinho,Superficial,Isolado,Isolado Jacobina 2
JACOBINA,2917508,BA,JACOBINA,CENTRO NORTE BAIANO,BAHIA,Jacobina,Não_monitorado,Rio Canavieiras,Superficial,Isolado,Isolado Jacobina 2
JAGUAQUARA,2917607,BA,JEQUIÉ,CENTRO SUL BAIANO,BAHIA,Jaguaquara,Não_monitorado,Rio Andaraí,Superficial,Integrado,Integrado Jaguaquara
JAGUAQUARA,2917607,BA,JEQUIÉ,CENTRO SUL BAIANO,BAHIA,Jaguaquara,Não_monitorado,Rio das Almas - BA,Superficial,Integrado,Integrado Jaguaquara
JAGUARARI,2917706,BA,SENHOR DO BONFIM,CENTRO NORTE BAIANO,BAHIA,Jaguarari,Não_monitorado,2 Poços de Jaguarari,Subterrâneo,Isolado,Isolado Jaguarari
JAGUARARI,2917706,BA,SENHOR DO BONFIM,CENTRO NORTE BAIANO,BAHIA,Jaguarari,Não_monitorado,Rio Jaguarari (Bendo),Superficial,Isolado,Isolado Jaguarari
JAGUARARI,2917706,BA,SENHOR DO BONFIM,CENTRO NORTE BAIANO,BAHIA,Jaguarari,Não_monitorado,Rio Jaguarari (Fonte Velha),Superficial,Isolado,Isolado Jaguarari
JEQUIÉ,2918001,BA,JEQUIÉ,CENTRO SUL BAIANO,BAHIA,Jequié,Não_monitorado,Rio Preto do Crisciúma,Superficial,Isolado,Isolado Jequié 1
JEQUIÉ,2918001,BA,JEQUIÉ,CENTRO SUL BAIANO,BAHIA,Jequié,12320,Barragem Pedra (Rio de Contas),Superficial,Isolado,Isolado Jequié 2
JEREMOABO,2918100,BA,JEREMOABO,NORDESTE BAIANO,BAHIA,Jeremoabo,Não_monitorado,Poço de Jeremoabo,Subterrâneo,Isolado,Isolado Jeremoabo 1
JEREMOABO,2918100,BA,JEREMOABO,NORDESTE BAIANO,BAHIA,Jeremoabo,Não_monitorado,Rio Vermelho - BA,Superficial,Isolado,Isolado Jeremoabo 2
JOÃO DOURADO,2918357,BA,IRECĘ,CENTRO NORTE BAIANO,BAHIA,João Dourado,12279,Barragem de Mirorós (Rio Verde),Superficial,Integrado,Integrado Adutora do Feijão
JUAZEIRO,2918407,BA,JUAZEIRO,VALE SÃO-FRANCISCANO DA BAHIA,BAHIA,Juazeiro,Não_monitorado,Rio São Francisco,Superficial,Isolado,Isolado Juazeiro
JUSSARA,2918506,BA,IRECĘ,CENTRO NORTE BAIANO,BAHIA,Jussara,12279,Barragem de Mirorós (Rio Verde),Superficial,Integrado,Integrado Adutora do Feijão
JUSSIAPE,2918605,BA,SEABRA,CENTRO SUL BAIANO,BAHIA,Jussiape,Não_monitorado,Barragem do Rosalvo (Rio de Contas),Superficial,Isolado,Isolado Jussiape
LAFAIETE COUTINHO,2918704,BA,JEQUIÉ,CENTRO SUL BAIANO,BAHIA,Lafaiete Coutinho,12320,Barragem Pedra (Rio de Contas),Superficial,Isolado,Isolado Lafaiete Coutinho
LAGOA REAL,2918753,BA,GUANAMBI,CENTRO SUL BAIANO,BAHIA,Lagoa Real,Não_monitorado,Barragem Rio São Pedro II,Superficial,Isolado,Isolado Lagoa Real
LAJEDINHO,2919009,BA,ITABERABA,CENTRO NORTE BAIANO,BAHIA,Lajedinho,Não_monitorado,Rio Utinga - BA,Superficial,Isolado,Isolado Lajedinho
LAJEDO DO TABOCAL,2919058,BA,JEQUIÉ,CENTRO SUL BAIANO,BAHIA,Lajedo do Tabocal,Não_monitorado,Barragem do Baixão,Superficial,Integrado,Integrado Itiruçu
LAMARÃO,2919108,BA,SERRINHA,NORDESTE BAIANO,BAHIA,Lamarão,Não_monitorado,Poço de Lamarão,Subterrâneo,Isolado,Isolado Lamarão
LAPÃO,2919157,BA,IRECĘ,CENTRO NORTE BAIANO,BAHIA,Lapão,12279,Barragem de Mirorós (Rio Verde),Superficial,Integrado,Integrado Adutora do Feijão
LENÇÓIS,2919306,BA,SEABRA,CENTRO SUL BAIANO,BAHIA,Lençóis,Não_monitorado,Rio Lençois,Superficial,Isolado,Isolado Lençóis
LENÇÓIS,2919306,BA,SEABRA,CENTRO SUL BAIANO,BAHIA,Lençóis,Não_monitorado,2 Poços Lençóis,Subterrâneo,Isolado,Isolado Lençóis
LICÍNIO DE ALMEIDA,2919405,BA,GUANAMBI,CENTRO SUL BAIANO,BAHIA,Licínio de Almeida,Não_monitorado,Riacho Cachoeirão,Superficial,Isolado,Isolado Licínio de Almeida
LIVRAMENTO DE NOSSA SENHORA,2919504,BA,LIVRAMENTO DO BRUMADO,CENTRO SUL BAIANO,BAHIA,Livramento de Nossa Senhora,Não_monitorado,Rio Brumado,Superficial,Isolado,Isolado Livramento de Nossa Senhora
MACAJUBA,2919603,BA,ITABERABA,CENTRO NORTE BAIANO,BAHIA,Macajuba,Não_monitorado,Rio Paraguaçu,Superficial,Integrado,Integrado Itaberaba
MACARANI,2919702,BA,ITAPETINGA,CENTRO SUL BAIANO,BAHIA,Macarani,Não_monitorado,Rio Mangerona,Superficial,Isolado,Isolado Macarani
MACAÚBAS,2919801,BA,BOQUIRA,CENTRO SUL BAIANO,BAHIA,Macaúbas,Não_monitorado,Rio Coité,Superficial,Isolado,Isolado Macaúbas 1
MACAÚBAS,2919801,BA,BOQUIRA,CENTRO SUL BAIANO,BAHIA,Macaúbas,Não_monitorado,Fonte Tinguí,Subterrâneo,Isolado,Isolado Macaúbas 2
MACURURÉ,2919900,BA,PAULO AFONSO,VALE SÃO-FRANCISCANO DA BAHIA,BAHIA,Macururé,Não_monitorado,1 Poço Macururé,Subterrâneo,Isolado,Isolado Macururé
MAETINGA,2919959,BA,BRUMADO,CENTRO SUL BAIANO,BAHIA,Maetinga,Não_monitorado,Barragem do Mocambo,Superficial,Isolado,Isolado Maetinga
MAETINGA,2919959,BA,BRUMADO,CENTRO SUL BAIANO,BAHIA,Maetinga,Não_monitorado,Barragem Mateiro,Superficial,Isolado,Isolado Maetinga
MAIQUINIQUE,2920007,BA,ITAPETINGA,CENTRO SUL BAIANO,BAHIA,Maiquinique,Não_monitorado,Rio Maiquinique,Superficial,Isolado,Isolado Maiquinique
MAIRI,2920106,BA,ITABERABA,CENTRO NORTE BAIANO,BAHIA,Mairi,12411,Barragem São José Jacuípe (Rio Jacuípe),Superficial,Integrado,Integrado Mairi
MALHADA,2920205,BA,GUANAMBI,CENTRO SUL BAIANO,BAHIA,Malhada,Não_monitorado,Rio São Francisco,Superficial,Isolado,Isolado Malhada
MALHADA DE PEDRAS,2920304,BA,BRUMADO,CENTRO SUL BAIANO,BAHIA,Malhada de Pedras,Não_monitorado,Rio do Antônio,Superficial,Isolado,Isolado Malhada de Pedras
MANOEL VITORINO,2920403,BA,VITÓRIA DA CONQUISTA,CENTRO SUL BAIANO,BAHIA,Manoel Vitorino,Não_monitorado,Barragem Rio Novo Oriente,Superficial,Isolado,Isolado Manoel Vitorino
MARACÁS,2920502,BA,JEQUIÉ,CENTRO SUL BAIANO,BAHIA,Maracás,Não_monitorado,Romano I,Superficial,Isolado,Isolado Maracás
MARACÁS,2920502,BA,JEQUIÉ,CENTRO SUL BAIANO,BAHIA,Maracás,Não_monitorado,Romano II,Superficial,Isolado,Isolado Maracás
MARACÁS,2920502,BA,JEQUIÉ,CENTRO SUL BAIANO,BAHIA,Maracás,Não_monitorado,Contendas,Superficial,Isolado,Isolado Maracás
MARACÁS,2920502,BA,JEQUIÉ,CENTRO SUL BAIANO,BAHIA,Maracás,Não_monitorado,Barragens Boca do Mato,Superficial,Isolado,Isolado Maracás
MARACÁS,2920502,BA,JEQUIÉ,CENTRO SUL BAIANO,BAHIA,Maracás,Não_monitorado,Baixa Funda,Superficial,Isolado,Isolado Maracás
MARACÁS,2920502,BA,JEQUIÉ,CENTRO SUL BAIANO,BAHIA,Maracás,Não_monitorado,Poços de Maracás,Subterrâneo,Isolado,Isolado Maracás
MARCIONÍLIO SOUZA,2920809,BA,JEQUIÉ,CENTRO SUL BAIANO,BAHIA,Marcionílio Souza,Não_monitorado,Rio Paraguaçu,Superficial,Isolado,Isolado Marcionílio Souza
MATINA,2921054,BA,GUANAMBI,CENTRO SUL BAIANO,BAHIA,Matina,Não_monitorado,poço Matina,Subterrâneo,Isolado,Isolado Matina
MIGUEL CALMON,2921203,BA,JACOBINA,CENTRO NORTE BAIANO,BAHIA,Miguel Calmon,12189,Barragem do França (Rio Jacuipe),Superficial,Integrado,Integrado Miguel Calmon
MILAGRES,2921302,BA,JEQUIÉ,CENTRO SUL BAIANO,BAHIA,Milagres,Não_monitorado,Rio Paraguaçu,Superficial,Integrado,Integrado Milagres
MIRANGABA,2921401,BA,JACOBINA,CENTRO NORTE BAIANO,BAHIA,Mirangaba,Não_monitorado,Poços de Mirangaba,Subterrâneo,Isolado,Isolado Mirangaba
MIRANTE,2921450,BA,VITÓRIA DA CONQUISTA,CENTRO SUL BAIANO,BAHIA,Mirante,Não_monitorado,Riacho Cipó,Superficial,Isolado,Isolado Mirante
MONTE SANTO,2921500,BA,EUCLIDES DA CUNHA,NORDESTE BAIANO,BAHIA,Monte Santo,Não_monitorado,Poços de Tucano,Subterrâneo,Integrado,Integrado Tucano I
MORPARÁ,2921609,BA,BARRA,VALE SÃO-FRANCISCANO DA BAHIA,BAHIA,Morpará,Não_monitorado,Rio São Francisco,Superficial,Isolado,Isolado Morpará
MORRO DO CHAPÉU,2921708,BA,JACOBINA,CENTRO NORTE BAIANO,BAHIA,Morro do Chapéu,Não_monitorado,Poços de Morro do Chapéu,Subterrâneo,Isolado,Isolado Morro do Chapéu
MORTUGABA,2921807,BA,GUANAMBI,CENTRO SUL BAIANO,BAHIA,Mortugaba,Não_monitorado,Poços de Mortugaba,Subterrâneo,Isolado,Isolado Mortugaba
MORTUGABA,2921807,BA,GUANAMBI,CENTRO SUL BAIANO,BAHIA,Mortugaba,Não_monitorado,Riacho Sangradeira,Superficial,Isolado,Isolado Mortugaba
MUCUGĘ,2921906,BA,SEABRA,CENTRO SUL BAIANO,BAHIA,Mucugê,Não_monitorado,Rio Paraguaçu,Superficial,Isolado,Isolado Mucugê
MULUNGU DO MORRO,2922052,BA,IRECĘ,CENTRO NORTE BAIANO,BAHIA,Mulungu do Morro,Não_monitorado,Poços de Mulungu do Morro,Subterrâneo,Isolado,Isolado Mulungu do Morro
MUNDO NOVO,2922102,BA,ITABERABA,CENTRO NORTE BAIANO,BAHIA,Mundo Novo,12189,Barragem do França (Rio Jacuipe),Superficial,Integrado,Integrado Miguel Calmon
MUQUÉM DE SÃO FRANCISCO,2922250,BA,BARRA,VALE SÃO-FRANCISCANO DA BAHIA,BAHIA,Muquém de São Francisco,Não_monitorado,Poços de Muquém de São Franscisco,Subterrâneo,Isolado,Isolado Muquém de São Francisco
NORDESTINA,2922656,BA,EUCLIDES DA CUNHA,NORDESTE BAIANO,BAHIA,Nordestina,Não_monitorado,Poços de Tucano,Subterrâneo,Integrado,Integrado Tucano I
NOVA CANAÃ,2922706,BA,VITÓRIA DA CONQUISTA,CENTRO SUL BAIANO,BAHIA,Nova Canaã,Não_monitorado,Rio Vigário,Superficial,Isolado,Isolado Nova Canaã
NOVA FÁTIMA,2922730,BA,SERRINHA,NORDESTE BAIANO,BAHIA,Nova Fátima,12411,Barragem São José Jacuípe (Rio Jacuípe),Superficial,Integrado,Integrado Adutora do Sisal
NOVA ITARANA,2922805,BA,JEQUIÉ,CENTRO SUL BAIANO,BAHIA,Nova Itarana,Não_monitorado,Rio Paraguaçu,Superficial,Integrado,Integrado Milagres
NOVA REDENÇÃO,2922854,BA,SEABRA,CENTRO SUL BAIANO,BAHIA,Nova Redenção,Não_monitorado,Rio Paraguaçu,Superficial,Integrado,Integrado Nova Redenção
NOVA SOURE,2922904,BA,RIBEIRA DO POMBAL,NORDESTE BAIANO,BAHIA,Nova Soure,Não_monitorado,1 Poço de Nova Soure,Subterrâneo,Isolado,Isolado Nova Soure
NOVO HORIZONTE,2923035,BA,BOQUIRA,CENTRO SUL BAIANO,BAHIA,Novo Horizonte,Não_monitorado,6 Poços Novo Horizonte,Subterrâneo,Isolado,Isolado Novo Horizonte
NOVO TRIUNFO,2923050,BA,RIBEIRA DO POMBAL,NORDESTE BAIANO,BAHIA,Novo Triunfo,Não_monitorado,1 Poço de Novo Triunfo,Subterrâneo,Isolado,Isolado Novo Triunfo
OLINDINA,2923100,BA,RIBEIRA DO POMBAL,NORDESTE BAIANO,BAHIA,Olindina,Não_monitorado,Poços de Olindina,Subterrâneo,Isolado,Isolado Olindina
OLIVEIRA DOS BREJINHOS,2923209,BA,BOQUIRA,CENTRO SUL BAIANO,BAHIA,Oliveira dos Brejinhos,Não_monitorado,Nascente Água Quente,Subterrâneo,Isolado,Isolado Oliveira dos Brejinhos 1
OLIVEIRA DOS BREJINHOS,2923209,BA,BOQUIRA,CENTRO SUL BAIANO,BAHIA,Oliveira dos Brejinhos,Não_monitorado,Rio Queda D´água 2,Superficial,Isolado,Isolado Oliveira dos Brejinhos 2
OUROLÂNDIA,2923357,BA,JACOBINA,CENTRO NORTE BAIANO,BAHIA,Ourolândia,Não_monitorado,Rio Poço Verde,Superficial,Isolado,Isolado Ourolândia
PALMAS DE MONTE ALTO,2923407,BA,GUANAMBI,CENTRO SUL BAIANO,BAHIA,Palmas de Monte Alto,Não_monitorado,Riacho dos Coqueiros,Superficial,Isolado,Isolado Palmas de Monte Alto
PALMAS DE MONTE ALTO,2923407,BA,GUANAMBI,CENTRO SUL BAIANO,BAHIA,Palmas de Monte Alto,Não_monitorado,Poços de Palmas de Monte Alto,Subterrâneo,Isolado,Isolado Palmas de Monte Alto
PALMEIRAS,2923506,BA,SEABRA,CENTRO SUL BAIANO,BAHIA,Palmeiras,Não_monitorado,Rio Preto - BA,Superficial,Isolado,Isolado Palmeiras
PARAMIRIM,2923605,BA,LIVRAMENTO DO BRUMADO,CENTRO SUL BAIANO,BAHIA,Paramirim,12491,Açude Zabumbão,Superficial,Integrado,Integrado Paramirim
PARATINGA,2923704,BA,BOM JESUS DA LAPA,VALE SÃO-FRANCISCANO DA BAHIA,BAHIA,Paratinga,Não_monitorado,Rio São Francisco,Superficial,Isolado,Isolado Paratinga
PARIPIRANGA,2923803,BA,RIBEIRA DO POMBAL,NORDESTE BAIANO,BAHIA,Paripiranga,Não_monitorado,Poços de Fátima e Paripiranga,Subterrâneo,Integrado,Integrado Fátima
PAULO AFONSO,2924009,BA,PAULO AFONSO,VALE SÃO-FRANCISCANO DA BAHIA,BAHIA,Paulo Afonso,Não_monitorado,Barragem PA IV (Rio São Francisco),Superficial,Integrado,Integrado Paulo Afonso IV
PAULO AFONSO,2924009,BA,PAULO AFONSO,VALE SÃO-FRANCISCANO DA BAHIA,BAHIA,Paulo Afonso,Não_monitorado,Barragem Moxotó (Rio São Francisco),Superficial,Isolado,Isolado Paulo Afonso
PAULO AFONSO,2924009,BA,PAULO AFONSO,VALE SÃO-FRANCISCANO DA BAHIA,BAHIA,Paulo Afonso,Não_monitorado,Barragem Moxotó (Rio São Francisco),Superficial,Isolado,Isolado Paulo Afonso/Moxotó
PÉ DE SERRA,2924058,BA,SERRINHA,NORDESTE BAIANO,BAHIA,Pé de Serra,12411,Barragem São José Jacuípe (Rio Jacuípe),Superficial,Integrado,Integrado Adutora do Sisal
PEDRO ALEXANDRE,2924207,BA,JEREMOABO,NORDESTE BAIANO,BAHIA,Pedro Alexandre,Não_monitorado,Rio São Francisco,Superficial,Integrado,Integrado Alto-Sertão
PIATÃ,2924306,BA,SEABRA,CENTRO SUL BAIANO,BAHIA,Piatã,Não_monitorado,Barragem Maurícia,Superficial,Isolado,Isolado Piatã
PIATÃ,2924306,BA,SEABRA,CENTRO SUL BAIANO,BAHIA,Piatã,Não_monitorado,Poços de Piatã,Subterrâneo,Isolado,Isolado Piatã
PILÃO ARCADO,2924405,BA,JUAZEIRO,VALE SÃO-FRANCISCANO DA BAHIA,BAHIA,Pilão Arcado,Não_monitorado,Lago Sobradinho (Rio São Francisco),Superficial,Isolado,Isolado Pilão Arcado
PINDAÍ,2924504,BA,GUANAMBI,CENTRO SUL BAIANO,BAHIA,Pindaí,12119,Barragem Ceraima,Superficial,Integrado,Integrado Guanambi
